Code,,ParentCode,MainGroup,SubGroup
151.001,Testing instrument hire,15,SHIP GENERAL,"QUALITY CONTROL, MEASUREMENTS, TESTS, TRIALS"
152,"CAPACITY, INCLINATION, VIBRATION MEASUREMENTS",15,SHIP GENERAL,"QUALITY CONTROL, MEASUREMENTS, TESTS, TRIALS"
152.001,Testing instrument hire,15,SHIP GENERAL,"QUALITY CONTROL, MEASUREMENTS, TESTS, TRIALS"
153,FUEL & LUBE OIL FOR TESTS & TRIAL TRIPS,15,SHIP GENERAL,"QUALITY CONTROL, MEASUREMENTS, TESTS, TRIALS"
153.001,Trial trip FO,15,SHIP GENERAL,"QUALITY CONTROL, MEASUREMENTS, TESTS, TRIALS"
153.005,Trial trip LO,15,SHIP GENERAL,"QUALITY CONTROL, MEASUREMENTS, TESTS, TRIALS"
154,TRIAL TRIPS,15,SHIP GENERAL,"QUALITY CONTROL, MEASUREMENTS, TESTS, TRIALS"
154.001,Harbour pilot expenses,15,SHIP GENERAL,"QUALITY CONTROL, MEASUREMENTS, TESTS, TRIALS"
154.005,Tug hire,15,SHIP GENERAL,"QUALITY CONTROL, MEASUREMENTS, TESTS, TRIALS"
154.010,Harbour dues,15,SHIP GENERAL,"QUALITY CONTROL, MEASUREMENTS, TESTS, TRIALS"
154.011,Speed-mile dues,15,SHIP GENERAL,"QUALITY CONTROL, MEASUREMENTS, TESTS, TRIALS"
154.012,Trial trip master hire,15,SHIP GENERAL,"QUALITY CONTROL, MEASUREMENTS, TESTS, TRIALS"
154.015,Trial trip crew catering,15,SHIP GENERAL,"QUALITY CONTROL, MEASUREMENTS, TESTS, TRIALS"
155,SPECIAL TESTS/TRIALS,15,SHIP GENERAL,"QUALITY CONTROL, MEASUREMENTS, TESTS, TRIALS"
155.001,Test plant rentals,15,SHIP GENERAL,"QUALITY CONTROL, MEASUREMENTS, TESTS, TRIALS"
155.003,Gas purchases,15,SHIP GENERAL,"QUALITY CONTROL, MEASUREMENTS, TESTS, TRIALS"
155.005,Ammunition purchases,15,SHIP GENERAL,"QUALITY CONTROL, MEASUREMENTS, TESTS, TRIALS"
155.010,Harbour dues,15,SHIP GENERAL,"QUALITY CONTROL, MEASUREMENTS, TESTS, TRIALS"
155.012,Pilot expenses,15,SHIP GENERAL,"QUALITY CONTROL, MEASUREMENTS, TESTS, TRIALS"
155.014,Tug hire,15,SHIP GENERAL,"QUALITY CONTROL, MEASUREMENTS, TESTS, TRIALS"
155.016,Watch keeping,15,SHIP GENERAL,"QUALITY CONTROL, MEASUREMENTS, TESTS, TRIALS"
155.020,Ship operation to test location,15,SHIP GENERAL,"QUALITY CONTROL, MEASUREMENTS, TESTS, TRIALS"
155.030,Seine test settings,15,SHIP GENERAL,"QUALITY CONTROL, MEASUREMENTS, TESTS, TRIALS"
155.040,Trawl tests,15,SHIP GENERAL,"QUALITY CONTROL, MEASUREMENTS, TESTS, TRIALS"
155.045,Towing tests,15,SHIP GENERAL,"QUALITY CONTROL, MEASUREMENTS, TESTS, TRIALS"
155.050,Fi-Fi tests,15,SHIP GENERAL,GUARANTEE/MENDING WORK
155.055,Dynamic positioning tests,16,SHIP GENERAL,GUARANTEE/MENDING WORK
161,MENDING WORK AFTER TRIALS,16,SHIP GENERAL,GUARANTEE/MENDING WORK
162,GUARANTEE WORK,16,SHIP GENERAL,GUARANTEE/MENDING WORK
162.001,Guarantee eng. travel/per diem expenses,16,SHIP GENERAL,GUARANTEE/MENDING WORK
162.005,Workers travel/per diem expenses,16,SHIP GENERAL,"SHIP REPAIR, SPECIAL SERVICES"
164,REPAIR OF DAMAGES CAUSED BY YARD,17,SHIP GENERAL,"SHIP REPAIR, SPECIAL SERVICES"
171,"DISPOSAL OF WASTE, GARBAGE, OIL, CHEMICALS",17,SHIP GENERAL,"SHIP REPAIR, SPECIAL SERVICES"
172,CRANE ASSISTANCE TO SHIP'S CREW,17,SHIP GENERAL,"SHIP REPAIR, SPECIAL SERVICES"
173,TRANSPORT OF YARD PERSONNEL,17,SHIP GENERAL,"SHIP REPAIR, SPECIAL SERVICES"
174,TOILET & WASH ROOM OUTLETS,17,SHIP GENERAL,CONSUMPTION ARTICLES
175,SERVICES TO SHIP'S CREW (MEALS ETC.),19,SHIP GENERAL,CONSUMPTION ARTICLES
191,ELECTRODES,19,SHIP GENERAL,CONSUMPTION ARTICLES
192,"GAS, OXYGEN, COAL, OIL",19,SHIP GENERAL,CONSUMPTION ARTICLES
193,"TOOLS, JIGS",19,SHIP GENERAL,CONSUMPTION ARTICLES
194,"BINDING & MENDING MATERIAL, CLEANING ARTICLES",19,SHIP GENERAL,CONSUMPTION ARTICLES
194.001,"Soap, detergent",19,SHIP GENERAL,CONSUMPTION ARTICLES
194.002,De-greasing agents,19,SHIP GENERAL,CONSUMPTION ARTICLES
195,EQUIPMENT FOR OWNER'S REPRESENTATIVES,19,SHIP GENERAL,CONSUMPTION ARTICLES
195.001,Owners' representatives expenses,19,SHIP GENERAL,CONSUMPTION ARTICLES
195.005,Owners' deliveries,19,SHIP GENERAL,"HULL MATERIALS, GENERAL HULL WORK"
196,MISCELLANEOUS CONSUMPTION ARTICLES,20,HULL,"HULL MATERIALS, GENERAL HULL WORK"
201,HULL MATERIALS,20,HULL,"HULL MATERIALS, GENERAL HULL WORK"
201.001,Steel ship plates,20,HULL,"HULL MATERIALS, GENERAL HULL WORK"
201.005,High tension steel ship plates,20,HULL,"HULL MATERIALS, GENERAL HULL WORK"
201.010,Alloy steel plates,20,HULL,"HULL MATERIALS, GENERAL HULL WORK"
201.015,Laminated steel plates,20,HULL,"HULL MATERIALS, GENERAL HULL WORK"
201.025,Steel profiles,20,HULL,"HULL MATERIALS, GENERAL HULL WORK"
201.030,High tension steel profiles,20,HULL,"HULL MATERIALS, GENERAL HULL WORK"
201.035,Alloy steel profiles,20,HULL,"HULL MATERIALS, GENERAL HULL WORK"
201.040,Steel tube supports,20,HULL,"HULL MATERIALS, GENERAL HULL WORK"
201.050,Aluminium plates,20,HULL,"HULL MATERIALS, GENERAL HULL WORK"
201.060,Composite materials,20,HULL,"HULL MATERIALS, GENERAL HULL WORK"
202,"TRANSPORTATION, SORTING & STORAGE OF HULL MATERIALS",20,HULL,"HULL MATERIALS, GENERAL HULL WORK"
202.001,Crane hire,20,HULL,"HULL MATERIALS, GENERAL HULL WORK"
202.005,Forklift hire,20,HULL,"HULL MATERIALS, GENERAL HULL WORK"
202.010,Truck hire,20,HULL,"HULL MATERIALS, GENERAL HULL WORK"
203,"BLASTING, SHOP-PRIMING, ROLLING & CLEANING OF MATERIALS",20,HULL,"HULL MATERIALS, GENERAL HULL WORK"
203.001,Sandblasting equipment hire,20,HULL,"HULL MATERIALS, GENERAL HULL WORK"
204,"TESTING OF TANKS, BULKHEADS",20,HULL,"HULL MATERIALS, GENERAL HULL WORK"
204.001,Testing equipment hire,20,HULL,"HULL MATERIALS, GENERAL HULL WORK"
205,X-RAY & ULTRASONIC TESTING OF HULL PARTS,20,HULL,"HULL MATERIALS, GENERAL HULL WORK"
205.001,Testing equipment hire,20,HULL,"HULL MATERIALS, GENERAL HULL WORK"
205.005,X-ray film/development,20,HULL,"HULL MATERIALS, GENERAL HULL WORK"
206,TEMPLATE & MOULD LOFT WORK,20,HULL,AFTERBODY
207,JOINING OF HULL PARTS AFLOAT,21,HULL,AFTERBODY
211,"SHELL PANELS, SEPARATE SHELL PLATES",21,HULL,AFTERBODY
214,1. DECK W/STIFFENING,21,HULL,AFTERBODY
216,"STERN SECTIONS, STERN TUBE BULKHEADS",21,HULL,AFTERBODY
216.001,Afterpeak tanks,21,HULL,AFTERBODY
216.002,Stern tanks,21,HULL,AFTERBODY
216.003,Water ballast tanks,21,HULL,AFTERBODY
216.004,FW tanks,21,HULL,AFTERBODY
216.005,Steering gear room aft,21,HULL,AFTERBODY
216.010,Car bridge recess aft,21,HULL,AFTERBODY
216.015,Side thruster tunnel,21,HULL,AFTERBODY
216.020,Stern tube bulkhead room aft,21,HULL,AFTERBODY
218,STERN FRAME SECTIONS,21,HULL,AFTERBODY
218.001,Stern boss,21,HULL,AFTERBODY
218.003,"Rudder boss, cast steel",21,HULL,AFTERBODY
218.004,Stern boss lining,21,HULL,AFTERBODY
218.005,"Intermediate piece 1, cast steel",21,HULL,AFTERBODY
218.006,Rudder trunk,21,HULL,AFTERBODY
218.007,Stern tube boss,21,HULL,AFTERBODY
218.009,"Intermediate piece 2, cast steel",21,HULL,AFTERBODY
218.011,"Heel piece, cast steel",21,HULL,ENGINE AREA
218.020,"Stern frame, cast steel",22,HULL,ENGINE AREA
220,GENERAL,22,HULL,ENGINE AREA
220.001,FO storage tanks,22,HULL,ENGINE AREA
220.005,FO settling tanks,22,HULL,ENGINE AREA
220.007,FO service tanks,22,HULL,ENGINE AREA
220.009,DO storage tanks,22,HULL,ENGINE AREA
220.013,DO settling tanks,22,HULL,ENGINE AREA
220.015,DO day tanks,22,HULL,ENGINE AREA
220.017,FO waste tanks,22,HULL,ENGINE AREA
220.019,FO overflow tanks,22,HULL,ENGINE AREA
220.021,FO drain tanks,22,HULL,ENGINE AREA
220.025,LO system tanks,22,HULL,ENGINE AREA
220.027,"System oil tanks, clean",22,HULL,ENGINE AREA
220.029,"System oil tanks, dirty",22,HULL,ENGINE AREA
220.031,Turbine oil storage tanks,22,HULL,ENGINE AREA
220.033,Turbine oil gravity tanks,22,HULL,ENGINE AREA
220.035,Cylinder oil storage tanks,22,HULL,ENGINE AREA
220.037,HDO storage tanks,22,HULL,ENGINE AREA
220.039,LO drain tanks,22,HULL,ENGINE AREA
220.041,LO waste tanks,22,HULL,ENGINE AREA
220.045,FW tanks,22,HULL,ENGINE AREA
220.050,Distilled water tanks,22,HULL,ENGINE AREA
220.055,Water ballast tanks,22,HULL,ENGINE AREA
221,"SHELL PANELS, SEPARATE SHELL PLATES",22,HULL,ENGINE AREA
222,"BOTTOM, KEEL & BILGE PLATES W/STIFFENING",22,HULL,ENGINE AREA
223,"INNER BOTTOM W/STIFFENING, ENGINE FOUNDATIONS",22,HULL,ENGINE AREA
223.001,ME foundations,22,HULL,ENGINE AREA
223.003,MT foundations,22,HULL,ENGINE AREA
223.005,Main condenser foundations,22,HULL,ENGINE AREA
223.007,Main reduction gear foundations,22,HULL,ENGINE AREA
223.010,Main boiler foundations,22,HULL,ENGINE AREA
223.015,Aux boiler foundations,22,HULL,ENGINE AREA
223.017,AE foundations,22,HULL,ENGINE AREA
223.020,TG foundations,22,HULL,ENGINE AREA
223.022,Shaft bearing foundations,22,HULL,ENGINE AREA
223.025,Stern tube foundations,22,HULL,ENGINE AREA
224,1. DECK W/STIFFENING,22,HULL,ENGINE AREA
226,"DECKS, PLATFORMS, BULKHEADS, & HULL TANKS BELOW 1. DECK",22,HULL,ENGINE AREA
226.001,Engine room decks w/stiffeners,22,HULL,ENGINE AREA
226.010,Engine room platforms,22,HULL,ENGINE AREA
226.020,Engine room bulkhead,22,HULL,ENGINE AREA
226.030,FO tanks,22,HULL,ENGINE AREA
226.040,ME FO settling tanks,22,HULL,ENGINE AREA
226.041,ME FO day tanks,22,HULL,ENGINE AREA
226.043,ME DO day tanks,22,HULL,ENGINE AREA
226.050,Engine room LO tanks,22,HULL,ENGINE AREA
226.060,ME system oil tanks,22,HULL,ENGINE AREA
226.065,AE system oil tanks,22,HULL,CARGO AREA - HULL SMALL VESSELS
226.070,ME cylinder oil tanks,23,HULL,CARGO AREA - HULL SMALL VESSELS
230,GENERAL,23,HULL,CARGO AREA - HULL SMALL VESSELS
230.001,Cargo tanks,23,HULL,CARGO AREA - HULL SMALL VESSELS
230.020,Slop tanks,23,HULL,CARGO AREA - HULL SMALL VESSELS
230.030,Ballast tanks,23,HULL,CARGO AREA - HULL SMALL VESSELS
230.040,Ballast/F.O. tanks,23,HULL,CARGO AREA - HULL SMALL VESSELS
231,"SHELL PANELS, SEPARATE SHELL PLATES",23,HULL,CARGO AREA - HULL SMALL VESSELS
232,"BOTTOM, KEEL & BILGE PLATES W/STIFFENING",23,HULL,CARGO AREA - HULL SMALL VESSELS
233,INNER BOTTOM W/STIFFENING,23,HULL,CARGO AREA - HULL SMALL VESSELS
233.010,Ballast tanks,23,HULL,CARGO AREA - HULL SMALL VESSELS
233.020,FW tanks,23,HULL,CARGO AREA - HULL SMALL VESSELS
233.030,Sewage tanks,23,HULL,CARGO AREA - HULL SMALL VESSELS
233.040,Dry tanks,23,HULL,CARGO AREA - HULL SMALL VESSELS
233.050,Cofferdams,23,HULL,CARGO AREA - HULL SMALL VESSELS
233.070,FO tanks,23,HULL,CARGO AREA - HULL SMALL VESSELS
234,1. DECK W/STIFFENING,23,HULL,CARGO AREA - HULL SMALL VESSELS
234.010,Deck,23,HULL,CARGO AREA - HULL SMALL VESSELS
234.020,Deck tanks,23,HULL,CARGO AREA - HULL SMALL VESSELS
235,DECKS BELOW 1. DECK W/STIFFENING,23,HULL,CARGO AREA - HULL SMALL VESSELS
235.010,Shelterdeck,23,HULL,CARGO AREA - HULL SMALL VESSELS
236,TRANSVERSE BULKHEADS W/STIFFENING,23,HULL,CARGO AREA - HULL SMALL VESSELS
237,LONGITUDINAL BULKHEADS W/STIFFENING,23,HULL,CARGO AREA - HULL SMALL VESSELS
238,"BOTTOM SIDE TANKS, ETC. (SPECIAL LOWER CONSTRUCTIONS)",23,HULL,FOREBODY
239,"TOP SIDE TANKS, ETC. (SPECIAL UPPER CONSTRUCTIONS)",24,HULL,FOREBODY
240,GENERAL,24,HULL,FOREBODY
240.001,FO deep tanks,24,HULL,FOREBODY
240.005,Ballast deep tanks,24,HULL,FOREBODY
240.010,Forepeak tanks,24,HULL,FOREBODY
241,"SHELL PANELS, SEPARATE SHELL PLATES",24,HULL,FOREBODY
243,FORECASTLE DECKS & BULKHEADS W/STIFFENING,24,HULL,FOREBODY
244,1. DECK W/STIFFENING,24,HULL,FOREBODY
245,DECKS & STRINGERS BELOW 1. DECK W/STIFFENING,24,HULL,FOREBODY
246,"BOW & STEM SECTIONS, FOREBODY BULKHEADS",24,HULL,FOREBODY
246.005,Steering gear room fwd,24,HULL,FOREBODY
246.010,Car bridge recess fwd,24,HULL,FOREBODY
246.015,Side thruster tunnel,24,HULL,FOREBODY
246.020,Stern tube bulkhead room fwd,24,HULL,FOREBODY
246.030,Chain lockers,24,HULL,DECK HOUSES & SUPERSTRUCTURES
248,BULB,25,HULL,DECK HOUSES & SUPERSTRUCTURES
251,DECK HOUSES,25,HULL,DECK HOUSES & SUPERSTRUCTURES
251.001,Deck houses,25,HULL,DECK HOUSES & SUPERSTRUCTURES
252,"MAST, PUMP, FAN & WINCH HOUSES, COMPANION WAYS",25,HULL,DECK HOUSES & SUPERSTRUCTURES
252.001,Mast houses,25,HULL,DECK HOUSES & SUPERSTRUCTURES
252.010,Companion ways,25,HULL,DECK HOUSES & SUPERSTRUCTURES
252.020,Emergency exits,25,HULL,DECK HOUSES & SUPERSTRUCTURES
252.030,Lift trunks,25,HULL,DECK HOUSES & SUPERSTRUCTURES
253,SUPERSTRUCTURES,25,HULL,DECK HOUSES & SUPERSTRUCTURES
253.010,"Decks w/bulkheads, stiffening",25,HULL,HULL OUTFITTING
253.050,Wheelhouses,26,HULL,HULL OUTFITTING
261,HULL & HOUSE MARKINGS,26,HULL,HULL OUTFITTING
261.001,Builder's signplates,26,HULL,HULL OUTFITTING
261.002,"Hull marks, names",26,HULL,HULL OUTFITTING
261.004,Draft marks,26,HULL,HULL OUTFITTING
261.005,Loadline marks,26,HULL,HULL OUTFITTING
261.006,Foot marks,26,HULL,HULL OUTFITTING
261.010,Tank marks,26,HULL,HULL OUTFITTING
261.011,Owner's marks bow/stern,26,HULL,HULL OUTFITTING
261.012,Owner's marks funnel,26,HULL,HULL OUTFITTING
261.015,Side thruster marks,26,HULL,HULL OUTFITTING
261.020,Bulb marks,26,HULL,HULL OUTFITTING
261.030,Drive lane marks,26,HULL,HULL OUTFITTING
261.040,Sign plate arrangements,26,HULL,HULL OUTFITTING
262,"BOTTOM PLUGS, SEA CHESTS, BILGE WELLS, WATER JET INTAKE",26,HULL,HULL OUTFITTING
262.001,Bottom plugs,26,HULL,HULL OUTFITTING
262.005,Bottom manhole covers,26,HULL,HULL OUTFITTING
262.010,Sea chests,26,HULL,HULL OUTFITTING
262.015,Bilge wells,26,HULL,HULL OUTFITTING
262.040,Water jet intake,26,HULL,HULL OUTFITTING
262.050,Fi-Fi sea intake,26,HULL,HULL OUTFITTING
262.052,Fi-Fi sea intake strainer plate,26,HULL,HULL OUTFITTING
263,FOUNDATIONS,26,HULL,HULL OUTFITTING
263.010,Shaft bearing foundations,26,HULL,HULL OUTFITTING
263.015,Stern tube foundations,26,HULL,HULL OUTFITTING
263.016,Steering gear foundations,26,HULL,HULL OUTFITTING
263.020,Boiler foundations,26,HULL,HULL OUTFITTING
263.022,Exhaust gas boiler foundations,26,HULL,HULL OUTFITTING
263.024,Silencer foundations,26,HULL,HULL OUTFITTING
263.025,Anchor winch foundations,26,HULL,HULL OUTFITTING
263.030,Lift foundations,26,HULL,HULL OUTFITTING
263.035,Ventilation plant foundations,26,HULL,HULL OUTFITTING
263.050,Lifeboat foundations,26,HULL,HULL OUTFITTING
263.055,MOB boat foundations,26,HULL,HULL OUTFITTING
263.059,MOB boat winch foundations,26,HULL,HULL OUTFITTING
263.060,Liferaft foundations,26,HULL,HULL OUTFITTING
264,"FENDER & WEAR BARS, ICE FINS, BILGE KEELS, AIR CUSHION ARR.",26,HULL,HULL OUTFITTING
264.001,Fender bars,26,HULL,HULL OUTFITTING
264.010,Bilge keels,26,HULL,HULL OUTFITTING
264.020,Bow fenders,26,HULL,HULL OUTFITTING
264.030,Rubber fenders w/fixtures,26,HULL,HULL OUTFITTING
264.050,Air cushion screens,26,HULL,HULL OUTFITTING
264.055,Air cushion dampers,26,HULL,HULL OUTFITTING
265,"GUIDE, TRIM & COVER PLATES",26,HULL,HULL OUTFITTING
266,HAWSE PIPES,26,HULL,HULL OUTFITTING
266.001,Hawse pipes,26,HULL,HULL OUTFITTING
266.002,Wear rings,26,HULL,HULL OUTFITTING
267,"GUTTER BARS, BULWARK, BREAKWATERS, GAS BARRIERS",26,HULL,HULL OUTFITTING
267.010,Bulwark,26,HULL,HULL OUTFITTING
267.030,Side gates fwd,26,HULL,HULL OUTFITTING
267.033,Side gates midship,26,HULL,HULL OUTFITTING
267.035,Side gates aft,26,HULL,HULL OUTFITTING
268,FUNNELS,26,HULL,"MATERIAL PROTECTION, EXTERNAL"
268.001,Funnels,27,HULL,"MATERIAL PROTECTION, EXTERNAL"
271,"BOTTOM, BOOT TOP, RUDDER, RUDDER TRUNK",27,HULL,"MATERIAL PROTECTION, EXTERNAL"
271.001,Bottom,27,HULL,"MATERIAL PROTECTION, EXTERNAL"
271.005,Boot top,27,HULL,"MATERIAL PROTECTION, EXTERNAL"
271.010,Rudder,27,HULL,"MATERIAL PROTECTION, EXTERNAL"
271.015,Rudder trunk,27,HULL,"MATERIAL PROTECTION, EXTERNAL"
271.030,Sea chests,27,HULL,"MATERIAL PROTECTION, EXTERNAL"
272,TOP SIDE,27,HULL,"MATERIAL PROTECTION, EXTERNAL"
272.001,Top side,27,HULL,"MATERIAL PROTECTION, EXTERNAL"
272.010,Superstructure shell plating outboard,27,HULL,"MATERIAL PROTECTION, EXTERNAL"
273,EXTERNAL DECKS,27,HULL,"MATERIAL PROTECTION, EXTERNAL"
273.001,Main decks,27,HULL,"MATERIAL PROTECTION, EXTERNAL"
273.010,Shelter decks,27,HULL,"MATERIAL PROTECTION, EXTERNAL"
273.020,Suspended decks,27,HULL,"MATERIAL PROTECTION, EXTERNAL"
273.030,Boat decks,27,HULL,"MATERIAL PROTECTION, EXTERNAL"
274,"EQUIPMENT ON EXTERNAL DECKS, BULWARK (INBOARD SIDE)",27,HULL,"MATERIAL PROTECTION, EXTERNAL"
274.001,Masts fwd,27,HULL,"MATERIAL PROTECTION, EXTERNAL"
274.002,Masts aft,27,HULL,"MATERIAL PROTECTION, EXTERNAL"
274.010,Booms,27,HULL,"MATERIAL PROTECTION, EXTERNAL"
274.020,Ventilation pipes,27,HULL,"MATERIAL PROTECTION, EXTERNAL"
274.030,Deck machinery,27,HULL,"MATERIAL PROTECTION, EXTERNAL"
274.040,Bulwark inboard,27,HULL,"MATERIAL PROTECTION, EXTERNAL"
274.050,Superstructure shell plating inboard,27,HULL,"MATERIAL PROTECTION, EXTERNAL"
274.060,Woodwork external,27,HULL,"MATERIAL PROTECTION, EXTERNAL"
275,"SUPERSTRUCTURES, DECK HOUSES, MAST HOUSES",27,HULL,"MATERIAL PROTECTION, EXTERNAL"
275.001,Superstructures,27,HULL,"MATERIAL PROTECTION, EXTERNAL"
275.010,Wheelhouses,27,HULL,"MATERIAL PROTECTION, EXTERNAL"
275.020,Funnels,27,HULL,"MATERIAL PROTECTION, EXTERNAL"
276,"GALVANIZING, NICKEL PLATING, METALLIZING",27,HULL,"MATERIAL PROTECTION, EXTERNAL"
276.001,Galvanizing,27,HULL,"MATERIAL PROTECTION, EXTERNAL"
276.010,Nickel plating,27,HULL,"MATERIAL PROTECTION, EXTERNAL"
276.020,Metallizing,27,HULL,"MATERIAL PROTECTION, EXTERNAL"
278,EXTERNAL CATHODIC PROTECTION,27,HULL,"MATERIAL PROTECTION, EXTERNAL"
278.001,Hull/rudder anodes,27,HULL,"MATERIAL PROTECTION, EXTERNAL"
278.005,Sea chest anodes,27,HULL,"MATERIAL PROTECTION, EXTERNAL"
278.010,Impressed current systems,27,HULL,"MATERIAL PROTECTION, EXTERNAL"
278.012,Impressed current anodes,27,HULL,"MATERIAL PROTECTION, EXTERNAL"
278.014,Reference cell,27,HULL,"MATERIAL PROTECTION, EXTERNAL"
278.016,Control unit,27,HULL,"MATERIAL PROTECTION, INTERNAL"
278.018,Power unit,28,HULL,"MATERIAL PROTECTION, INTERNAL"
281,"ACCOMMODATION, DECK HOUSES, STORE ROOMS",28,HULL,"MATERIAL PROTECTION, INTERNAL"
281.001,Deck house rooms,28,HULL,"MATERIAL PROTECTION, INTERNAL"
281.010,Saloons,28,HULL,"MATERIAL PROTECTION, INTERNAL"
281.020,Cabins,28,HULL,"MATERIAL PROTECTION, INTERNAL"
281.030,Toilets,28,HULL,"MATERIAL PROTECTION, INTERNAL"
281.040,Corridors,28,HULL,"MATERIAL PROTECTION, INTERNAL"
281.050,"Messrooms, galleys",28,HULL,"MATERIAL PROTECTION, INTERNAL"
281.060,Shell plating inboard,28,HULL,"MATERIAL PROTECTION, INTERNAL"
281.070,Store rooms,28,HULL,"MATERIAL PROTECTION, INTERNAL"
282,"ENGINE, BOILER & PUMP ROOMS, STEERING GEAR COMPARTMENTS",28,HULL,"MATERIAL PROTECTION, INTERNAL"
282.001,Engine rooms,28,HULL,"MATERIAL PROTECTION, INTERNAL"
282.004,Engine room casings,28,HULL,"MATERIAL PROTECTION, INTERNAL"
282.006,"Piping, silencers",28,HULL,"MATERIAL PROTECTION, INTERNAL"
282.010,Engine room equipment,28,HULL,"MATERIAL PROTECTION, INTERNAL"
282.020,Boiler rooms,28,HULL,"MATERIAL PROTECTION, INTERNAL"
282.025,Pump rooms,28,HULL,"MATERIAL PROTECTION, INTERNAL"
282.030,Gear rooms,28,HULL,"MATERIAL PROTECTION, INTERNAL"
282.040,Steering gear room,28,HULL,"MATERIAL PROTECTION, INTERNAL"
283,CARGO HOLDS,28,HULL,"MATERIAL PROTECTION, INTERNAL"
284,CARGO TANKS,28,HULL,"MATERIAL PROTECTION, INTERNAL"
285,"BALLAST, SEA W. & STABIL. TANKS, COFFERDAMS, CHAIN LOCKERS",28,HULL,"MATERIAL PROTECTION, INTERNAL"
285.001,Ballast tanks/SW tanks,28,HULL,"MATERIAL PROTECTION, INTERNAL"
285.020,Sewage tanks,28,HULL,"MATERIAL PROTECTION, INTERNAL"
285.030,"Dry tanks, void spaces",28,HULL,"MATERIAL PROTECTION, INTERNAL"
285.040,Cofferdams,28,HULL,"MATERIAL PROTECTION, INTERNAL"
285.050,Chain lockers,28,HULL,"MATERIAL PROTECTION, INTERNAL"
286,"FRESH WATER TANKS, MISC. TANKS",28,HULL,"MATERIAL PROTECTION, INTERNAL"
286.001,FW tanks,28,HULL,"MATERIAL PROTECTION, INTERNAL"
286.020,Wash water tanks,28,HULL,"MATERIAL PROTECTION, INTERNAL"
286.030,Cooling water tanks,28,HULL,"MATERIAL PROTECTION, INTERNAL"
287,FUEL OIL & LUBE OIL TANKS,28,HULL,"MATERIAL PROTECTION, INTERNAL"
287.001,FO tanks,28,HULL,"MATERIAL PROTECTION, INTERNAL"
287.020,DO tanks,28,HULL,"MATERIAL PROTECTION, INTERNAL"
287.030,GO tanks,28,HULL,"MATERIAL PROTECTION, INTERNAL"
287.050,LO tanks,28,HULL,"MATERIAL PROTECTION, INTERNAL"
288,INTERNAL CATHODIC PROTECTION,28,HULL,"MATERIAL PROTECTION, INTERNAL"
288.001,Separate sacrificial anodes,28,HULL,"MATERIAL PROTECTION, INTERNAL"
288.010,Impressed current systems,28,HULL,"MATERIAL PROTECTION, INTERNAL"
288.012,Impressed current anodes,28,HULL,"MATERIAL PROTECTION, INTERNAL"
288.014,Reference cell,28,HULL,"MATERIAL PROTECTION, INTERNAL"
288.016,Control unit,28,HULL,MISCELLANEOUS HULL WORK (NOT STANDARD)
288.018,Power unit,29,HULL,MISCELLANEOUS HULL WORK (NOT STANDARD)
291,MARKING,29,HULL,MISCELLANEOUS HULL WORK (NOT STANDARD)
292,FLAME CUTTING,29,HULL,MISCELLANEOUS HULL WORK (NOT STANDARD)
293,"CUTTING, SHEARING",29,HULL,MISCELLANEOUS HULL WORK (NOT STANDARD)
294,"BENDING, FLANGING, ROLLING",29,HULL,MISCELLANEOUS HULL WORK (NOT STANDARD)
295,"BURNING, CHISELLING & GRINDING FOR BACKWELDS",29,HULL,"HATCHES, PORTS"
298,FITTING & JOINING OF COMPOSITE MATERIALS,30,EQUIPMENT FOR CARGO,"HATCHES, PORTS"
301,CARGO HATCH COVERS W/EQUIPMENT ON WEATHER DECKS,30,EQUIPMENT FOR CARGO,"HATCHES, PORTS"
301.001,Patent hatches w/coaming,30,EQUIPMENT FOR CARGO,"HATCHES, PORTS"
301.005,Patent hatches without coaming,30,EQUIPMENT FOR CARGO,"HATCHES, PORTS"
301.010,Patent hatch drive units,30,EQUIPMENT FOR CARGO,"HATCHES, PORTS"
301.015,Patent hatch closing arr.,30,EQUIPMENT FOR CARGO,"HATCHES, PORTS"
301.018,Manoeuvre consoles,30,EQUIPMENT FOR CARGO,"HATCHES, PORTS"
301.020,Valve boards,30,EQUIPMENT FOR CARGO,"HATCHES, PORTS"
301.025,Hatch hydr. cylinders,30,EQUIPMENT FOR CARGO,"HATCHES, PORTS"
301.030,"Pontoon hatches, complete",30,EQUIPMENT FOR CARGO,"HATCHES, PORTS"
301.035,Hatch sections,30,EQUIPMENT FOR CARGO,"HATCHES, PORTS"
301.038,Hatch beams w/lock fitting,30,EQUIPMENT FOR CARGO,"HATCHES, PORTS"
301.045,Separate hydr. oil systems,30,EQUIPMENT FOR CARGO,"HATCHES, PORTS"
301.047,Hydr. oil pumps w/drive unit,30,EQUIPMENT FOR CARGO,"HATCHES, PORTS"
301.049,Hydr. oil preheaters,30,EQUIPMENT FOR CARGO,"HATCHES, PORTS"
301.051,Hydr. oil coolers,30,EQUIPMENT FOR CARGO,"HATCHES, PORTS"
301.053,Hydr. oil filters,30,EQUIPMENT FOR CARGO,"HATCHES, PORTS"
301.055,Hydr. oil expansion tanks,30,EQUIPMENT FOR CARGO,"HATCHES, PORTS"
301.057,Hydr. oil storage tanks,30,EQUIPMENT FOR CARGO,"HATCHES, PORTS"
